Width: 100
Length: 200
Depth: 400
73.1007 55.9822 273.95
78.4311 75.9111 356.56
73.0107 48.765 217.28
71.8306 46.4477 272.62
10.9201 80.6807 246.06
3.36005 65.6142 181.57
46.4302 76.2211 9.16004
29.2601 43.0939 267.64
77.961 87.6205 183.6
16.3801 38.0819 57.5301
97.8176 39.4322 344.77
46.2302 68.0728 288.92
86.7228 46.5278 169.95
25.4001 54.76 269.36
20.2701 25.8406 64.1402
19.7901 87.2705 188.49
63.4504 22.0605 204.63
59.4603 33.5111 351.7
86.8029 76.861 229.58
3.40005 10.7003 187.44
72.8407 10.4303 190.02
12.9401 92.3504 397.2
88.5638 48.0519 133.962
59.4703 27.4007 175.39
13.3801 36.6416 160.65
35.6801 44.5851 377.18
76.8009 21.9805 50.5901
49.7602 95.0503 40.5801
73.1807 56.4774 327.16
72.8707 52.6974 305.22
46.3102 40.6126 217.73
6.74006 41.8932 289.35
14.5501 68.0428 66.7802
11.7501 24.1406 130.443
65.6104 54.61 351.54
14.6901 59.9578 316.37
58.7303 85.7905 360.19
3.52005 22.4905 133.062
61.9103 83.5306 375.72
56.9203 4.4302 281.96
4.04005 54.3 283.82
88.3937 36.2415 185.66
43.6202 57.4546 243.72
89.7748 67.8429 341.9
1.59005 34.7413 377.87
8.22006 97.9703 335.01
45.9602 43.9145 191
47.9802 71.7617 205.19
57.1903 22.1205 135.922
28.0101 11.4803 282.78
8.54006 44.4249 353.93
91.0663 11.8303 351.85
95.454 7.76023 332.45
57.1703 46.0169 34.4001
73.7607 30.7609 164.62
80.0213 76.0911 31.4601
82.7817 63.2169 387.4
19.0101 94.3803 383.27
4.54006 31.811 80.3004
90.906 12.0003 336.25
87.6333 39.6523 206.14
7.85006 5.95022 53.0401
57.3603 56.6026 233.83
39.6401 95.9403 396.38
33.5601 39.6723 374.23
11.1701 60.3853 179.45
41.5901 56.5434 293.68
44.6602 16.3803 238.1
69.1205 86.9305 83.6404
34.4501 38.1919 279.37
53.9602 0.810176 41.7201
66.4904 62.6778 184.7
72.4507 47.1692 348.15
47.6402 20.1904 53.7401
69.6305 27.6407 328.75
73.0607 6.80022 203.35
50.3402 3.27019 20.7101
49.0502 21.5205 136.232
28.9901 92.1804 234.71
90.8059 51.1318 46.7101
54.6602 4.9802 121.019
16.2301 46.7984 305.97
12.0201 11.2503 144.141
46.4402 19.2804 65.5802
49.3802 81.8107 185.78
22.2701 16.8304 228.37
4.04005 22.5305 231.7
1.17005 89.8404 177.8
51.1902 93.0503 241.2
20.6801 33.6212 58.8601
1.29005 9.73025 244.07
30.8701 3.5202 336.12
31.0501 25.9306 189.93
9.70006 7.30023 383.68
61.8303 92.6204 32.6701
35.5401 92.0204 177.52
79.1512 67.0633 138.801
24.0301 85.3205 51.5401
83.2318 67.713 96.2811
65.0204 32.7211 71.6202
77.381 98.8803 40.2501
66.1304 7.14023 226.65
34.0501 41.9432 286.48
72.9307 45.346 296.96
86.7929 73.1815 174.93
88.824 25.2806 251.88
93.6925 48.775 295.99
11.5501 45.2759 326.26
38.1201 89.0904 144.501
7.30006 27.4207 161.33
87.033 86.3505 8.03004
12.4901 60.0572 249.03
53.5302 8.22024 142.381
17.4701 22.8805 99.7415
22.5701 30.5709 117.076
58.6103 80.3508 188.44
41.8701 7.64023 79.5903
14.8201 50.4595 318.19
4.17005 42.2834 357.79
42.4902 87.7305 58.1601
77.151 80.6608 0.800037
1.60005 55.8259 288.37
2.61005 25.6706 309.39
23.1001 5.77021 325.45
58.3903 89.8904 23.1301
23.6101 34.0112 110.95
98.9801 86.5002 283.22
57.9403 88.5104 179.29
56.6303 81.0707 87.7005
26.2701 69.6323 166.64
99.65 47.6807 335.27
78.8711 54.85 253.58
90.9661 49.8222 21.0401
85.2423 63.1769 252.05
25.2301 85.5905 34.8101
55.6403 8.00023 238.1
83.0817 55.6898 7.03004
44.0502 31.771 86.5905
64.2804 68.7126 94.1409
16.8101 6.38022 128.085
45.2102 39.6623 359.68
91.6271 29.1408 323.14
39.3401 88.9104 84.8705
73.8807 3.9302 277.2
97.2852 32.511 177.58
93.2008 23.6505 181.28
62.1904 14.9503 105.463
40.7401 60.0969 287.18
53.4102 40.7126 234.96
63.4904 42.2333 194.48
63.2604 55.51 355.99
69.1805 63.3666 98.6213
30.1701 77.261 258.87
51.1602 95.4803 217.57
89.2443 66.6835 277.63
11.2101 85.3305 172.11
91.3567 72.2516 178.75
54.5202 21.1305 173.23
26.8701 32.7011 330.33
85.2123 27.2907 94.2209
79.2012 86.5505 312.82
21.6601 26.0806 362.69
86.2526 17.6204 387.76
34.4301 40.4726 328.12
71.3306 80.4008 70.6502
43.5202 89.7504 28.7001
92.7094 82.9706 101.302
45.4802 17.3404 106.143
79.9912 38.472 331.43
68.5605 54.97 330.23
46.9202 72.9415 74.3803
36.9301 72.6816 265.08
90.866 27.1007 40.4101
80.7113 72.7515 306.61
11.8601 45.7365 314.06
82.4316 43.0138 262
81.9015 6.52022 124.523
7.79006 15.5703 277.22
88.5038 30.3009 100.922
87.133 92.3704 284.35
23.0201 16.3103 1.07004
43.0802 54.96 336.72
65.9304 9.33025 40.2301
10.3201 64.5951 110.148
19.9601 17.8104 5.56004
0.710051 78.2409 229.61
79.3112 32.6011 81.5404
95.9197 29.3408 83.0904
8.73006 24.7706 266.3
64.3804 82.0107 290.43
57.6303 77.161 32.8201
62.0703 98.5103 371.55
73.7707 42.1533 175.53
2.89005 60.4748 94.5109
38.9001 65.3044 273.64
48.6602 7.08023 351
13.3301 1.98018 125.699
83.9619 88.0705 218.56
84.042 2.23019 301.92
99.93 38.452 339.04
78.041 32.6311 49.8901
95.3328 35.9215 172.22
53.5702 12.2303 228.19
11.9101 29.1108 306.9
27.2101 40.9828 175.68
93.271 46.8986 90.5507
31.3501 18.0704 97.4412
18.9301 14.3903 303.27
34.4801 54.27 130.004
46.6702 84.2406 375.51
63.5904 58.4056 295.7
53.9302 26.2006 262.72
52.8802 66.3437 63.8302
36.0201 55.8993 325.65
15.2601 90.5504 323.33
21.9601 84.3106 350.56
16.3801 74.9012 344.79
51.3202 90.1304 283.93
56.2503 39.6123 268.66
79.2612 15.9203 244.72
54.0302 74.2013 180.78
89.0742 65.844 108.285
51.6802 91.6004 281.05
26.3201 52.7314 19.4601
8.88006 55.58 159.16
22.3501 27.4207 361.6
6.27006 76.831 394.53
70.4706 49.3988 35.6801
5.78006 29.0708 381.08
92.6793 54.32 227.14
19.0501 46.8786 114.7
52.4302 31.3509 201.06
11.5401 13.8603 175.15
63.1504 47.6104 325.32
68.0505 49.0264 195.71
38.2301 65.2145 130.863
23.3201 44.7753 354.15
25.1301 2.00018 152.2
72.0906 19.9004 188.57
39.9901 33.6212 171.76
41.9801 27.6807 303.17
82.9717 99.4703 372.8
38.2201 36.5216 292.78
22.0901 22.9205 257.24
57.0003 98.9903 321.52
49.3102 22.5805 370.88
22.3401 71.7917 148.531
56.0503 19.2204 147.261
97.7418 84.8606 189.05
78.8911 27.0807 129.494
21.1301 63.5663 206.63
79.4212 39.6223 267.15
61.2503 98.8703 64.2102
97.7526 41.6831 237.63
30.3301 97.6203 106.043
71.5806 58.957 253.77
45.2402 24.3006 143.261
79.0211 31.491 137.031
46.5002 61.3911 74.3303
35.1101 88.1405 57.9801
32.9201 3.30019 145.401
4.49006 57.3975 191.03
68.0205 55.934 169.54
40.6701 75.3112 362.83
2.07005 90.0904 283.35
21.7601 20.4804 214.89
35.3201 72.0717 109.417
58.7203 61.3711 90.1206
87.5932 24.5706 76.4003
38.4301 54.19 14.89
74.9608 20.5504 233.22
55.1902 39.3022 9.95004
66.6204 69.1124 67.5902
76.6809 20.8104 167.38
63.4704 66.4636 80.9604
2.76005 55.34 299.69
77.941 53.122 42.5801
13.7801 49.1371 350.02
9.08006 7.83023 39.7601
32.9201 16.7404 371.4
33.6301 39.4722 112.656
65.5504 78.3209 32.5101
23.1301 19.5604 39.5701
10.6301 93.8103 59.1701
87.183 9.42025 89.4406
70.7006 65.2645 280.1
68.6505 33.6512 335.64
39.7301 17.1804 390.05
29.1301 30.7209 8.04004
91.4368 45.346 300.92
65.6404 57.9172 84.5004
1.56005 42.5535 358.85
15.1201 99.3503 57.9301
100 36.7302 16.45
99.9978 16.0903 273.84
99.9978 88.8604 156.28
99.9978 27.3407 289.68
99.9978 87.8305 376.69
99.9978 95.6503 327.65
99.9978 1.01018 104.023
99.9978 22.8305 346.41
99.9978 22.4205 179.33
99.9978 77.651 391.06
99.9978 30.0708 165.2
99.9978 45.5262 205.58
99.9978 8.26024 339.8
99.9978 56.7328 296.65
99.9978 57.7622 316.51
99.9978 48.2125 107.825
99.9978 89.2204 61.8002
99.9978 27.8507 289
99.9978 71.9617 86.5805
99.9978 19.3904 269.59
99.9978 39.9624 312.45
99.9978 75.8211 43.6901
99.9978 11.2503 324.02
99.9978 72.5816 199.89
99.9978 68.7425 178.22
99.9978 69.4623 366.46
99.9978 48.7147 94.6509
99.9978 23.7305 36.0701
99.9978 78.5209 137.401
99.9978 49.903 157.72
99.9978 42.8437 224.37
99.9978 31.711 186.48
99.9978 17.2204 230.76
99.999 38.3819 182.96
99.999 51.2343 116.785
99.9978 55.749 209.25
99.9978 93.3203 202.3
99.9978 83.0506 83.6704
99.9978 36.4616 377.92
99.9978 95.9903 98.8214
99.999 37.5918 388.87
99.9978 62.9373 354.01
99.9978 60.9925 144.711
99.9978 83.4506 52.5501
99.999 72.3316 277.11
99.9978 13.2703 78.9003
99.9978 99.1703 369.35
99.9978 2.09019 153.57
99.9978 71.7817 295.44
99.9978 44.8253 57.2601
99.9978 83.3406 106.013
99.9978 6.87022 78.0603
99.9978 11.0903 37.4701
99.9978 78.2409 338.64
99.9978 80.1408 118.32
99.9978 46.2974 164.31
99.9978 58.3958 299.3
99.9978 63.5264 249.8
99.9978 29.3808 28.6401
99.9979 67.0333 195.84
99.9978 8.99025 63.9402
99.9978 57.4356 168.63
99.9978 59.5509 70.4302
99.9978 65.6742 163.06
99.9978 16.3303 203.16
99.9978 3.9302 381.13
99.9978 32.211 220.06
99.9978 77.8109 101.302
99.9978 98.9503 257.9
99.9978 36.9516 396.23
99.9978 10.2103 207.88
99.9978 33.0511 166.97
99.998 80.5208 196.8
99.9978 62.5381 260.95
99.9978 48.8253 231.2
99.9978 4.4702 75.5103
99.9978 42.0733 308.69
99.9978 36.3015 44.2901
99.9978 54.73 261.21
99.9978 82.0507 220.89
99.9978 86.3105 370.28
99.9978 68.1228 157.97
99.9978 1.63018 172.49
99.9978 62.2886 35.0701
99.9978 45.0055 195.98
99.9978 43.254 65.7502
99.9978 85.4205 342.44
99.9978 29.0308 379.07
99.9978 75.4412 254.32
99.9978 87.1005 324.17
99.9978 2.80019 271.16
99.9978 31.951 183.79
99.9978 34.6113 42.3201
99.9978 21.6005 109.557
99.9978 42.1933 155.32
99.9978 28.4007 204.51
99.9979 17.8704 391.51
99.9978 66.7734 67.9602
99.9978 85.6105 329.57
99.9978 78.2909 100.422
99.9978 70.8519 330.63
99.9978 50.9682 68.1602
99.9978 50.0748 50.3001
99.9978 87.2405 291.72
99.9978 51.0704 356.52
99.9978 46.7082 147.731
99.9978 10.6303 238.31
99.9978 59.3428 158.1
99.9978 77.381 311.05
99.9978 60.2063 285.35
99.9978 77.171 304.5
99.9979 44.9355 157.99
99.9978 33.5612 270.98
99.9978 10.7703 55.0801
99.9978 6.74022 122.844
99.9978 19.7104 362.7
99.9978 38.602 147.691
99.9978 83.6406 348.52
99.9979 49.3585 179.9
99.9978 59.3032 8.22004
99.9978 19.2204 257.08
99.9978 59.1943 192.72
99.9978 18.1604 305.91
99.9978 90.3704 267.16
99.9978 39.1721 216.83
99.9978 86.9505 286.91
99.9978 20.7104 220.26
99.9978 66.9833 154.12
99.9978 94.8503 149.761
99.9982 59.3527 87.6505
99.9978 73.3914 167.99
99.9978 51.7302 94.1909
99.9978 16.4604 247.47
99.9978 95.8703 25.5001
99.9978 36.3115 224.05
99.9978 70.2521 12.01
99.9978 86.3405 9.15004
99.9978 30.3509 254.44
99.9978 7.05023 237.83
99.9978 40.4425 123.638
99.9978 5.00021 233.75
99.9978 16.0403 46.2001
99.9978 73.2915 312
99.9978 62.9972 365.69
99.9978 72.4216 281.18
99.9979 73.7914 207.63
99.9978 2.97019 236.29
99.9978 24.7106 290.21
99.999 26.4706 370.46
99.9978 70.3121 384.07
99.9978 36.8416 93.4908
99.9978 22.7605 95.961
99.9978 79.9108 169.68
99.9978 77.071 397.97
99.9978 58.2097 253.55
99.9978 33.5111 104.433
99.9978 69.2624 108.796
99.9978 14.9503 344.65
99.9978 10.2303 79.0203
99.999 53.4534 166.78
99.9978 20.2904 43.4201
99.9978 49.4794 85.8205
99.9978 98.9903 16.29
99.9978 38.3419 196.87
99.9978 44.1947 279.99
99.9978 47.5101 24.7601
99.9978 91.4307 299.8
99.9978 64.3753 211.58
99.9978 13.9403 255.63
99.9978 83.7206 172.15
99.9978 46.9888 231.47
99.9978 14.9603 215.15
99.9978 87.0705 349.13
99.9978 84.2606 208.58
99.9978 8.66024 288.79
99.9978 92.9503 387.85
99.9978 25.1906 180.15
99.9978 82.9406 316.05
99.9978 63.4265 287.35
99.9978 33.4611 378.43
99.9978 51.5226 201.97
99.9978 47.4901 57.9001
99.9978 78.8209 278.89
99.9978 76.901 352.29
99.9978 35.9615 53.0001
99.9978 83.3606 199.82
99.9978 33.3811 68.6702
99.9978 92.7004 27.6901
99.9978 58.5038 352.22
99.9978 16.5604 170.03
99.9978 49.1169 258.26
99.9978 15.2703 237.24
99.9978 42.5835 181.3
99.9981 89.4304 264.15
99.9978 3.41019 199.56
99.9978 88.4204 384.08
99.9978 16.7004 104.023
99.9978 29.9908 262.52
99.9978 32.551 229.44
99.9978 51.0295 363.32
99.9978 26.5706 183.84
99.9978 85.6005 85.2905
99.9978 12.7303 319.74
99.9978 42.8537 168.75
99.9978 25.0206 334.04
99.9978 64.685 4.85004
99.9978 49.1672 378.42
99.9978 15.3203 140.771
99.9978 61.4608 279.15
99.9978 46.9387 189.91
99.9978 72.2316 336.29
99.9978 53.1345 389.31
99.9978 68.4826 98.6713
99.9978 89.7904 228.2
99.9978 51.7927 391.52
99.9978 44.4049 252.39
99.9978 51.845 101.572
99.9978 56.4532 88.9106
99.9979 0.560175 204.34
99.9978 14.5603 381.47
99.9978 89.9704 52.1901
99.999 82.7206 73.4403
99.9978 94.9603 256.66
99.9978 98.9203 383.15
99.9978 93.6403 215.59
99.9978 24.7606 288.33
99.9978 25.8806 271.31
99.9978 40.6226 98.2813
99.9978 57.2743 367.94
99.9978 47.801 16.28
99.9978 97.6803 116.092
99.9978 90.6704 305.49
99.9978 42.9337 245.54
99.9978 60.5445 84.2604
99.9978 42.2834 21.7401
99.9978 48.5439 157.9
99.9978 12.7803 274.26
99.9978 45.7265 378.81
99.9978 10.1703 392.37
99.9978 93.7303 62.2802
99.9978 51.9815 362.86
99.9978 97.8603 197.72
99.9978 5.62021 135.152
99.9978 52.0238 265.15
99.9978 59.6203 146.421
99.9978 15.8003 219.94
99.999 71.6917 50.0301
99.999 7.75023 298.04
99.9978 71.1819 145.351
99.9978 95.2803 34.3301
99.9978 76.791 135.192
99.9978 66.3237 40.0001
99.9978 76.2911 345.65
99.9978 24.8706 59.1101
99.9978 0.650175 244.36
99.9978 18.2804 25.7801
99.9978 38.492 340.44
99.9978 95.4603 344.28
99.9978 78.4709 289.38
99.9978 38.8321 86.6005
99.9978 70.652 166.24
99.9978 42.2834 268.62
99.9978 26.3306 198
99.9978 75.7711 80.8004
99.9978 88.7604 5.76004
99.9979 35.5514 134.602
99.999 69.5423 185.85
99.9978 76.1911 110.549
99.9978 2.98019 4.51004
99.9978 69.1125 177.47
99.9978 57.0037 170.51
99.9978 56.0745 302.83
99.9978 42.8337 246.31
99.9978 38.0419 399.24
99.9978 9.22025 364.16
99.9978 73.4114 144.501
99.9978 9.28025 91.9807
99.9978 12.9203 138.101
99.9978 7.71023 183.38
99.998 91.5404 370.58
99.9978 88.3004 322.83
99.9978 56.0286 332.21
99.9978 30.8209 258.61
99.9978 73.1615 241.83
99.9978 47.4199 43.5401
99.9978 21.7705 260.28
99.9978 59.4418 319.28
99.9978 43.274 242.16
99.9978 96.3403 311.23
99.9978 86.2005 303.1
99.9978 45.8066 81.5104
99.9978 18.0704 259.95
99.9978 75.6912 254.82
99.9978 34.7513 231.39
99.9978 32.081 312.16
99.9978 0.920177 268.46
99.9978 43.4041 188.3
99.9978 78.6309 273.76
99.9978 15.4003 293.17
99.9978 96.7703 198.56
99.9978 11.5903 344.92
99.9978 68.7925 89.1706
99.9978 7.71023 34.2901
99.9978 42.6536 338.76
99.9978 98.2103 346.85
99.9978 72.2216 256.58
99.9978 14.0903 94.0109
99.9978 35.6814 23.6701
99.9978 37.4817 304.98
99.9978 14.1803 145.151
99.9978 85.4405 220.47
99.9978 82.8406 33.1301
99.9978 35.8815 398.34
99.9978 19.7804 122.745
99.9978 44.5751 1.93004
99.9978 69.8622 316.43
99.9978 80.5508 332.83
99.9978 37.7918 284.6
99.9978 34.7013 123.946
99.9978 92.8603 261.47
99.9978 46.7483 74.6103
99.9978 74.5013 141.891
99.9978 11.1103 322.06
99.9978 78.8009 78.9403
99.9978 27.2607 234.07
99.9978 31.1009 22.1601
99.9978 25.9206 322.55
99.9978 49.278 103.782
99.9978 62.5481 150.24
99.9978 55.7195 386.77
99.9978 36.8816 159.54
99.9978 79.4208 233.3
99.9978 71.7417 366.14
99.9978 66.1012 351.78
99.9978 88.5004 103.712
99.9978 94.4303 274.66
99.9978 34.5613 127.186
99.9978 47.4299 309.26
99.9978 4.85021 344.12
99.9978 37.4517 257.63
99.9978 50.8662 338.12
99.9978 37.4117 149.751
99.9978 9.32025 307.05
99.9985 66.8834 152.98
99.9978 66.5136 270.53
99.9978 60.5644 163.15
99.9978 62.3984 212.95
99.9978 42.0733 183.51
99.9978 88.4504 384.98
99.9978 87.1405 192.99
99.9978 97.5103 149.541
99.9978 88.3004 395.36
99.9978 33.9412 111.07
99.9978 85.5505 290.96
99.9979 73.8114 385.21
99.9978 94.0803 382.53
99.9978 62.7277 84.7905
99.9978 52.8115 300.94
99.9978 93.4703 22.1601
99.9978 68.5926 59.8101
99.998 6.07022 107.304
99.9978 58.239 99.9415
99.9978 64.4153 392.84
99.9978 40.9127 36.3201
99.9978 98.6503 81.6804
99.9978 50.9273 335.14
99.9978 72.6716 233.54
99.9978 67.1133 333.3
99.9978 90.3004 138.261
99.9978 94.3603 189.29
99.9978 70.592 292.28
99.9978 81.4907 340.48
99.9978 94.4503 220.48
99.9978 64.1855 293.99
99.9978 23.9505 278.77
99.9978 10.8403 332.39
99.9979 20.0104 83.5504
99.9978 92.5904 2.08004
99.9978 54.76 28.9601
99.9978 97.4803 255.39
99.9978 44.5951 55.8001
99.9978 81.8107 364.21
99.9978 94.8003 93.7008
99.9978 31.721 83.5304
99.9978 87.0505 174.41
99.9978 46.5579 389.43
99.9978 80.7307 2.35004
99.9978 41.2028 142.121
99.9978 4.0902 316.49
99.9978 58.6021 224.06
99.9978 72.2517 366.87
99.9978 15.5203 322.61
99.9978 54.22 22.2901
99.9978 10.1803 195.62
99.9978 57.2743 40.2401
99.9978 83.5506 4.11004
99.9978 49.3787 282.47
99.9978 96.3903 90.0706
99.9978 89.9504 5.25004
99.9978 81.9407 333.65
99.9978 39.3322 290.27
99.9978 95.4003 294.58
99.9978 93.1203 256.28
99.9978 4.7102 198.91
99.9978 57.8202 132.403
99.9978 30.0308 119.476
99.9978 83.6506 377.57
99.9978 2.06018 110.809
99.9978 90.0704 291.59
99.9978 26.7707 131.483
99.9978 74.8212 122.973
99.9978 85.1905 182.69
99.9978 56.3899 50.9201
99.9978 31.3409 20.1501
99.9978 77.551 308.25
99.9978 8.81024 23.6301
99.9978 42.0432 371.22
99.9978 18.3704 79.3003
99.9978 12.3803 69.5802
99.9978 98.8703 34.4201
99.9978 64.3454 3.50004
99.9978 57.0221 308.04
99.9978 34.2512 196.65
99.9978 55.9168 77.0403
99.9978 9.27025 83.4904
99.9979 18.3704 101.572
99.9978 85.0505 73.4703
99.9978 2.17019 216.63
99.9978 72.8815 170.76
99.998 48.2727 383.1
99.9978 90.2604 300.24
99.9978 34.6113 344.43
99.9978 73.7914 201.4
99.9978 15.7103 127.866
99.9978 1.38018 386.87
99.9978 97.5203 341.55
99.9978 2.96019 12.96
99.9978 18.7904 370.14
99.9978 58.7893 155.91
99.9978 33.8512 302.53
99.9978 72.6416 270.53
99.9978 73.9513 226.26
99.9978 15.0103 131.183
99.9978 80.8907 122.242
99.9978 14.6903 218.76
99.9978 66.2238 219.53
99.9978 38.3019 214.86
99.9978 40.2625 396.81
99.9978 1.86018 249.17
99.9978 49.3283 15.41
99.9978 80.6408 72.1302
99.9978 86.2505 242.37
99.9978 74.1213 225.92
99.9978 57.8009 227.41
99.9978 88.0105 387.67
99.9978 73.3215 352.82
99.9978 45.2659 312.1
99.9978 1.54018 194.42
99.9978 10.2803 356.44
99.9978 84.7906 320.26
99.9978 3.42019 250.55
99.9978 74.6913 12.6
99.9978 76.821 200.82
99.9978 40.1424 192.15
99.998 15.8403 186.68
99.9978 49.0264 235.65
99.9978 89.2804 361.69
99.9978 5.91022 138.261
99.9978 66.1039 303.6
99.9978 10.0703 323.04
99.9978 12.6503 52.4001
99.9978 21.2105 346.32
99.9978 62.9673 241.93
99.9978 84.4206 136.921
99.9978 59.8386 54.6701
99.9978 94.8403 228.69
99.9978 1.55018 288.15
99.9978 93.7203 12.55
99.9978 61.7899 130.214
99.9978 1.26018 55.7501
99.9978 26.8007 229.65
99.9978 3.9702 161.91
99.9978 11.5803 302.43
99.9978 27.3007 58.9101
99.9978 47.5302 61.9902
99.9978 23.9805 87.9606
99.9978 46.8685 225.9
99.9978 60.2261 345.85
99.9978 81.0207 250.25
99.9978 46.7683 250.84
99.9978 46.2974 364.41
99.999 39.3822 304.84
99.9978 65.854 324.62
99.9978 72.1916 341.38
99.9978 32.271 335.84
99.9978 70.2721 244.05
99.9978 79.1908 346.79
99.9978 51.7823 219.91
99.9978 61.6802 136.302
99.9978 54.6002 118.242
Iteration : 2
62.4714 87.0519 243.88
61.4613 96.3012 76.1711
24.6004 85.2422 235.96
80.6654 57.6497 341.39
94.3516 12.8212 208.85
35.6605 27.5828 151.312
99.3437 79.1534 115.389
30.6404 94.9312 89.4724
18.3103 33.9647 116.065
85.0289 37.0766 9.57017
52.0309 45.3937 154.782
26.6104 61.9972 34.2603
99.9687 88.3718 239.15
6.22023 78.4236 79.7914
45.9007 49.9298 168.171
7.03023 69.7987 5.48016
52.5209 23.6521 164.051
19.0703 37.2967 250.47
50.7208 7.1609 168.931
33.7205 11.7211 150.962
27.5904 43.3158 131.811
70.7323 39.2886 153.902
44.3806 70.1084 42.4004
69.2521 98.0611 247.25
53.0309 44.8411 357.41
85.3293 88.1618 108.863
73.1828 59.5449 318.25
98.0743 2.39074 272.73
3.01021 18.9016 293.44
95.0186 53.5038 166.391
22.7203 87.1019 86.252
5.15022 30.1334 119.568
15.5503 63.7442 8.63017
83.2972 96.9711 359.19
49.5208 38.6379 332.86
39.6906 6.52087 68.2908
63.0215 74.5851 255.8
54.591 99.061 180.661
38.7905 90.6016 46.1104
33.1504 16.7614 120.782
37.6805 2.54075 296.46
16.5803 0.820699 187.75
40.8906 77.9937 258.34
97.2746 63.2273 27.8102
55.461 49.0034 7.14016
57.9011 96.8311 291.18
92.6972 30.0233 348.08
95.0392 70.6379 258.35
60.5513 38.3977 27.2702
0.840204 32.7742 289.21
36.3505 38.748 22.2302
6.11023 70.1084 315.51
39.0505 29.3932 302.36
54.591 4.42081 121.66
88.7959 56.8885 199.72
26.1704 37.9473 245.67
32.0604 21.9119 54.5605
56.161 16.6214 1.74015
22.4403 61.0393 345.51
62.5314 90.3516 226.42
20.2603 30.6535 195.04
34.6605 13.6112 397.74
34.0905 14.7713 79.6314
8.65024 38.9282 121.451
29.5704 38.6479 341.54
90.8538 79.0934 394.28
35.7605 10.8811 243.66
57.7611 19.6617 273.35
93.3751 56.8613 291.5
27.5604 41.8424 42.6704
87.6832 20.6117 264.82
22.2403 50.6216 201.64
76.1135 78.1536 54.8405
52.5109 24.8023 25.5102
73.7529 91.5015 227.54
26.2804 38.7781 311.56
44.4106 15.0613 145.073
80.7254 4.3608 140.364
44.8007 40.3499 287.22
58.3912 41.9927 68.3108
49.3308 49.6813 52.4305
99.4373 89.2117 70.4009
91.5881 89.1217 285.07
28.1804 17.5915 259.92
61.4413 70.8576 63.4407
62.1914 44.2087 286.08
42.5106 98.481 375.97
85.109 57.3944 311.8
89.2573 57.5194 91.3228
8.31024 37.3668 73.081
32.1904 42.2733 222.55
99.8809 51.224 306.58
97.0675 46.8131 126.738
35.5605 44.6001 81.4815
96.3834 50.4841 114.646
64.9116 77.5138 313.94
56.8511 45.434 382.08
78.1242 66.5342 390.04
82.7567 8.78096 17.6702
71.2524 34.7751 66.2107
73.4728 66.6639 10.1002
65.6017 33.4845 276.41
66.6118 66.0853 388.82
82.6166 11.5211 159.591
84.7686 57.7674 72.541
66.3318 5.73085 252.86
86.8516 30.1734 322.2
91.5881 73.1059 122.782
48.5708 2.25074 246.9
23.2603 90.7315 89.3124
10.0802 64.5305 159.311
43.1306 8.00093 265.02
18.0803 7.36091 287.29
61.6214 99.421 137.136
43.9606 98.4211 71.7709
94.2189 39.3687 190.69
89.9698 64.7098 172.351
68.212 69.609 105.332
34.3505 71.0774 261.18
4.93022 6.25086 347.58
76.8937 11.0611 214.55
31.2604 93.6513 266.4
68.192 20.5317 114.124
52.2909 15.1013 333.71
39.7306 50.2634 163.641
95.7461 50.4209 171.571
98.5519 91.5515 199.12
75.0432 50.1693 128.968
72.2026 73.7255 205.39
14.5603 36.3961 355.26
84.8387 28.713 398.38
92.8791 70.468 339.88
85.6898 50.8025 164.331
77.0638 74.4052 241.21
24.2403 83.6924 15.2802
25.3604 65.5868 137.336
89.3777 88.8717 304.46
89.1469 15.8313 174.491
69.4221 19.3616 217.18
78.7844 92.3914 52.8805
49.7108 12.4711 44.6404
27.4704 57.8015 75.5211
10.2802 17.1014 31.8003
46.3107 33.1544 173.541
92.4448 97.4011 135.367
14.0303 74.1953 257.64
60.6913 37.7972 166.921
49.7408 22.752 308.37
21.7103 75.8645 62.7207
6.48023 4.82082 129.965
44.7107 44.8813 213.33
99.3336 4.3508 287.46
68.732 37.1967 139.444
76.3136 63.3863 291.48
17.2803 69.1396 150.902
21.3503 68.1111 314.12
60.4713 15.9814 210.58
19.4703 13.6412 91.6629
22.8003 25.2523 182.17
31.9204 47.1259 277.58
86.6212 70.4281 384.07
11.8203 35.7557 329.84
22.5003 15.4613 66.8608
12.8103 55.71 270.62
97.0335 48.2292 259.98
74.373 12.8312 374.03
12.9803 27.1105 128.93
3.83022 50.5369 308.16
47.1107 87.3619 337.38
53.7709 87.9218 113.321
46.0507 93.4013 140.994
84.2881 87.9518 309.86
4.58022 96.2212 190.95
26.0204 55.65 265.85
51.2708 33.5646 9.14017
81.3958 89.5916 388.26
62.1114 98.1411 231.73
12.2403 17.8615 63.9107
42.1806 88.0718 79.3213
8.43024 82.4926 243.69
72.3326 94.2613 282.98
36.5405 33.6246 295.78
99.4149 66.9233 359.71
96.3618 34.2549 42.7304
87.0219 93.1514 35.7103
57.0611 21.3718 277.62
36.1105 76.8541 216.15
58.7912 97.4011 140.174
23.9803 46.9846 168.171
